gatherer,date,fruit,amount
Rick,2020-01-17,apples,0.01
Rick,2020-01-17,oranges,0.15
Rick,2020-01-17,strawberries,0
Rick,2020-01-17,plums,0
Rick,2020-01-17,pears,0.01
Rick,2020-01-17,tomatoes,0.19
Dick,2020-01-17,apples,0.01
Dick,2020-01-17,oranges,0.15
Dick,2020-01-17,strawberries,0
Dick,2020-01-17,plums,0
Dick,2020-01-17,pears,0.02
Dick,2020-01-17,tomatoes,0.02
Jake,2020-01-17,apples,0
Jake,2020-01-17,oranges,0.08
Jake,2020-01-17,strawberries,0
Jake,2020-01-17,plums,0
Jake,2020-01-17,pears,0.01
Jake,2020-01-17,tomatoes,0.1
Paul,2020-01-17,apples,0
Paul,2020-01-17,oranges,0.14
Paul,2020-01-17,strawberries,0
Paul,2020-01-17,plums,0
Paul,2020-01-17,pears,0.01
Paul,2020-01-17,tomatoes,0.1
Jason,2020-01-17,apples,0.01
Jason,2020-01-17,oranges,0.14
Jason,2020-01-17,strawberries,0
Jason,2020-01-17,plums,0
Jason,2020-01-17,pears,0.01
Jason,2020-01-17,tomatoes,0.21
Peter,2020-01-17,apples,0.01
Peter,2020-01-17,oranges,0.08
Peter,2020-01-17,strawberries,0
Peter,2020-01-17,plums,0
Peter,2020-01-17,pears,0.01
Peter,2020-01-17,tomatoes,0.06
John,2020-01-18,apples,0.01
John,2020-01-18,oranges,0.11
John,2020-01-18,strawberries,0
John,2020-01-18,plums,0
John,2020-01-18,pears,0.01
John,2020-01-18,tomatoes,0.11
Nick,2020-01-18,apples,0.01
Nick,2020-01-18,oranges,0.2
Nick,2020-01-18,strawberries,0
Nick,2020-01-18,plums,0
Nick,2020-01-18,pears,0.03
Nick,2020-01-18,tomatoes,0.2
Rick,2020-01-18,apples,0.01
Rick,2020-01-18,oranges,0.12
Rick,2020-01-18,strawberries,0
Rick,2020-01-18,plums,0
Rick,2020-01-18,pears,0.01
Rick,2020-01-18,tomatoes,0.13
Dick,2020-01-18,apples,0.01
Dick,2020-01-18,oranges,0.06
Dick,2020-01-18,strawberries,0
Dick,2020-01-18,plums,0
Dick,2020-01-18,pears,0
Dick,2020-01-18,tomatoes,0.07
Jake,2020-01-18,apples,0
Jake,2020-01-18,oranges,0.16
Jake,2020-01-18,strawberries,0
Jake,2020-01-18,plums,0
Jake,2020-01-18,pears,0.02
Jake,2020-01-18,tomatoes,0.08
Paul,2020-01-18,apples,0.01
Paul,2020-01-18,oranges,0.16
Paul,2020-01-18,strawberries,0
Paul,2020-01-18,plums,0
Paul,2020-01-18,pears,0.01
Paul,2020-01-18,tomatoes,0.13
Jason,2020-01-18,apples,0.01
Jason,2020-01-18,oranges,0.01
Jason,2020-01-18,strawberries,0
Jason,2020-01-18,plums,0
Jason,2020-01-18,pears,0.02
Jason,2020-01-18,tomatoes,0.18
Peter,2020-01-18,apples,0
Peter,2020-01-18,oranges,0.08
Peter,2020-01-18,strawberries,0
Peter,2020-01-18,plums,0
Peter,2020-01-18,pears,0.01
Peter,2020-01-18,tomatoes,0.08
John,2020-01-19,apples,0.01
John,2020-01-19,oranges,0.01
John,2020-01-19,strawberries,0
John,2020-01-19,plums,0
John,2020-01-19,pears,0.01
John,2020-01-19,tomatoes,0.1
Nick,2020-01-19,apples,0.02
Nick,2020-01-19,oranges,0.03
Nick,2020-01-19,strawberries,0
Nick,2020-01-19,plums,0
Nick,2020-01-19,pears,0.01
Nick,2020-01-19,tomatoes,0.01
Rick,2020-01-19,apples,0.01
Rick,2020-01-19,oranges,0.09
Rick,2020-01-19,strawberries,0
Rick,2020-01-19,plums,0
Rick,2020-01-19,pears,0.02
Rick,2020-01-19,tomatoes,0.12
Dick,2020-01-19,apples,0
Dick,2020-01-19,oranges,0.19
Dick,2020-01-19,strawberries,0
Dick,2020-01-19,plums,0
Dick,2020-01-19,pears,0.02
Dick,2020-01-19,tomatoes,0.15
Jake,2020-01-19,apples,0.01
Jake,2020-01-19,oranges,0.27
Jake,2020-01-19,strawberries,0
Jake,2020-01-19,plums,0
Jake,2020-01-19,pears,0.01
Jake,2020-01-19,tomatoes,0.14
Paul,2020-01-19,apples,0.01
Paul,2020-01-19,oranges,0.1
Paul,2020-01-19,strawberries,0.01
Paul,2020-01-19,plums,0
Paul,2020-01-19,pears,0.01
Paul,2020-01-19,tomatoes,0.06
Jason,2020-01-19,apples,0
Jason,2020-01-19,oranges,0.11
Jason,2020-01-19,strawberries,0
Jason,2020-01-19,plums,0
Jason,2020-01-19,pears,0.01
Jason,2020-01-19,tomatoes,0.09
Peter,2020-01-19,apples,0.01
Peter,2020-01-19,oranges,0.16
Peter,2020-01-19,strawberries,0
Peter,2020-01-19,plums,0
Peter,2020-01-19,pears,0
Peter,2020-01-19,tomatoes,0
John,2020-01-20,apples,0.01
John,2020-01-20,oranges,0.21
John,2020-01-20,strawberries,0
John,2020-01-20,plums,0
John,2020-01-20,pears,0.02
John,2020-01-20,tomatoes,0.07
Nick,2020-01-20,apples,0.02
Nick,2020-01-20,oranges,0.05
Nick,2020-01-20,strawberries,0
Nick,2020-01-20,plums,0
Nick,2020-01-20,pears,0.02
Nick,2020-01-20,tomatoes,0.03
Rick,2020-01-20,apples,0.01
Rick,2020-01-20,oranges,0.11
Rick,2020-01-20,strawberries,0
Rick,2020-01-20,plums,0
Rick,2020-01-20,pears,0.02
Rick,2020-01-20,tomatoes,0.21
Dick,2020-01-20,apples,0.01
Dick,2020-01-20,oranges,0.11
Dick,2020-01-20,strawberries,0
Dick,2020-01-20,plums,0
Dick,2020-01-20,pears,0.01
Dick,2020-01-20,tomatoes,0.13
Jake,2020-01-20,apples,0.01
Jake,2020-01-20,oranges,0.12
Jake,2020-01-20,strawberries,0
Jake,2020-01-20,plums,0
Jake,2020-01-20,pears,0.02
Jake,2020-01-20,tomatoes,0.08
Paul,2020-01-20,apples,0.01
Paul,2020-01-20,oranges,0.16
Paul,2020-01-20,strawberries,0
Paul,2020-01-20,plums,0
Paul,2020-01-20,pears,0.02
Paul,2020-01-20,tomatoes,0.09
Jason,2020-01-20,apples,0
Jason,2020-01-20,oranges,0.18
Jason,2020-01-20,strawberries,0.01
Jason,2020-01-20,plums,0
Jason,2020-01-20,pears,0.02
Jason,2020-01-20,tomatoes,0.09
Peter,2020-01-20,apples,0.01
Peter,2020-01-20,oranges,0.05
Peter,2020-01-20,strawberries,0
Peter,2020-01-20,plums,0
Peter,2020-01-20,pears,0.02
Peter,2020-01-20,tomatoes,0.06
John,2020-01-21,apples,0
John,2020-01-21,oranges,0.11
John,2020-01-21,strawberries,0
John,2020-01-21,plums,0
John,2020-01-21,pears,0.01
John,2020-01-21,tomatoes,0.05
Nick,2020-01-21,apples,0.01
Nick,2020-01-21,oranges,0.09
Nick,2020-01-21,strawberries,0
Nick,2020-01-21,plums,0
Nick,2020-01-21,pears,0.03
Nick,2020-01-21,tomatoes,0.09
Rick,2020-01-21,apples,0.01
Rick,2020-01-21,oranges,0.17
Rick,2020-01-21,strawberries,0
Rick,2020-01-21,plums,0
Rick,2020-01-21,pears,0.02
Rick,2020-01-21,tomatoes,0.14
Dick,2020-01-21,apples,0.02
Dick,2020-01-21,oranges,0.15
Dick,2020-01-21,strawberries,0
Dick,2020-01-21,plums,0
Dick,2020-01-21,pears,0.02
Dick,2020-01-21,tomatoes,0
Jake,2020-01-21,apples,0.02
Jake,2020-01-21,oranges,0.11
Jake,2020-01-21,strawberries,0
Jake,2020-01-21,plums,0
Jake,2020-01-21,pears,0.02
Jake,2020-01-21,tomatoes,0.12
Paul,2020-01-21,apples,0.01
Paul,2020-01-21,oranges,0.16
Paul,2020-01-21,strawberries,0
Paul,2020-01-21,plums,0
Paul,2020-01-21,pears,0.02
Paul,2020-01-21,tomatoes,0.16
Jason,2020-01-21,apples,0
Jason,2020-01-21,oranges,0.15
Jason,2020-01-21,strawberries,0
Jason,2020-01-21,plums,0
Jason,2020-01-21,pears,0.01
Jason,2020-01-21,tomatoes,0.07
Peter,2020-01-21,apples,0.01
Peter,2020-01-21,oranges,0.12
Peter,2020-01-21,strawberries,0
Peter,2020-01-21,plums,0
Peter,2020-01-21,pears,0.01
Peter,2020-01-21,tomatoes,0
John,2020-01-22,apples,0.01
John,2020-01-22,oranges,0.09
John,2020-01-22,strawberries,0
John,2020-01-22,plums,0
John,2020-01-22,pears,0.03
John,2020-01-22,tomatoes,0.05
Nick,2020-01-22,apples,0.01
Nick,2020-01-22,oranges,0.09
Nick,2020-01-22,strawberries,0
Nick,2020-01-22,plums,0
Nick,2020-01-22,pears,0.02
Nick,2020-01-22,tomatoes,0.03
Rick,2020-01-22,apples,0.01
Rick,2020-01-22,oranges,0.11
Rick,2020-01-22,strawberries,0
Rick,2020-01-22,plums,0
Rick,2020-01-22,pears,0.02
Rick,2020-01-22,tomatoes,0.14
Dick,2020-01-22,apples,0.01
Dick,2020-01-22,oranges,0.21
Dick,2020-01-22,strawberries,0
Dick,2020-01-22,plums,0
Dick,2020-01-22,pears,0.01
Dick,2020-01-22,tomatoes,0.07
Jake,2020-01-22,apples,0.01
Jake,2020-01-22,oranges,0.06
Jake,2020-01-22,strawberries,0
Jake,2020-01-22,plums,0
Jake,2020-01-22,pears,0.03
Jake,2020-01-22,tomatoes,0.04
Paul,2020-01-22,apples,0.02
Paul,2020-01-22,oranges,0.1
Paul,2020-01-22,strawberries,0
Paul,2020-01-22,plums,0
Paul,2020-01-22,pears,0.02
Paul,2020-01-22,tomatoes,0.13
Jason,2020-01-22,apples,0.01
Jason,2020-01-22,oranges,0.14
Jason,2020-01-22,strawberries,0
Jason,2020-01-22,plums,0
Jason,2020-01-22,pears,0.01
Jason,2020-01-22,tomatoes,0.13
Peter,2020-01-22,apples,0.02
Peter,2020-01-22,oranges,0.11
Peter,2020-01-22,strawberries,0
Peter,2020-01-22,plums,0
Peter,2020-01-22,pears,0.02
Peter,2020-01-22,tomatoes,0.04
John,2020-01-23,apples,0.02
John,2020-01-23,oranges,0.19
John,2020-01-23,strawberries,0
John,2020-01-23,plums,0
John,2020-01-23,pears,0
John,2020-01-23,tomatoes,0.11
Nick,2020-01-23,apples,0.01
Nick,2020-01-23,oranges,0.17
Nick,2020-01-23,strawberries,0
Nick,2020-01-23,plums,0
Nick,2020-01-23,pears,0
Nick,2020-01-23,tomatoes,0.03
Rick,2020-01-23,apples,0
Rick,2020-01-23,oranges,0.18
Rick,2020-01-23,strawberries,0
Rick,2020-01-23,plums,0
Rick,2020-01-23,pears,0.01
Rick,2020-01-23,tomatoes,0.2
Dick,2020-01-23,apples,0.01
Dick,2020-01-23,oranges,0.13
Dick,2020-01-23,strawberries,0
Dick,2020-01-23,plums,0
Dick,2020-01-23,pears,0.02
Dick,2020-01-23,tomatoes,0.14
Jake,2020-01-23,apples,0.01
Jake,2020-01-23,oranges,0.02
Jake,2020-01-23,strawberries,0
Jake,2020-01-23,plums,0
Jake,2020-01-23,pears,0.03
Jake,2020-01-23,tomatoes,0.19
Paul,2020-01-23,apples,0
Paul,2020-01-23,oranges,0.1
Paul,2020-01-23,strawberries,0
Paul,2020-01-23,plums,0
Paul,2020-01-23,pears,0.02
Paul,2020-01-23,tomatoes,0.11
Jason,2020-01-23,apples,0.01
Jason,2020-01-23,oranges,0.05
Jason,2020-01-23,strawberries,0.01
Jason,2020-01-23,plums,0
Jason,2020-01-23,pears,0.03
Jason,2020-01-23,tomatoes,0.15
Peter,2020-01-23,apples,0
Peter,2020-01-23,oranges,0.22
Peter,2020-01-23,strawberries,0
Peter,2020-01-23,plums,0
Peter,2020-01-23,pears,0.02
Peter,2020-01-23,tomatoes,0.11
John,2020-01-24,apples,0.01
John,2020-01-24,oranges,0.08
John,2020-01-24,strawberries,0
John,2020-01-24,plums,0
John,2020-01-24,pears,0.03
John,2020-01-24,tomatoes,0.08
Nick,2020-01-24,apples,0
Nick,2020-01-24,oranges,0.06
Nick,2020-01-24,strawberries,0
Nick,2020-01-24,plums,0
Nick,2020-01-24,pears,0.02
Nick,2020-01-24,tomatoes,0.09
Rick,2020-01-24,apples,0.01
Rick,2020-01-24,oranges,0.2
Rick,2020-01-24,strawberries,0
Rick,2020-01-24,plums,0
Rick,2020-01-24,pears,0.03
Rick,2020-01-24,tomatoes,0.05
Dick,2020-01-24,apples,0.01
Dick,2020-01-24,oranges,0.15
Dick,2020-01-24,strawberries,0.01
Dick,2020-01-24,plums,0
Dick,2020-01-24,pears,0.01
Dick,2020-01-24,tomatoes,0.15
Jake,2020-01-24,apples,0.01
Jake,2020-01-24,oranges,0.2
Jake,2020-01-24,strawberries,0
Jake,2020-01-24,plums,0
Jake,2020-01-24,pears,0.02
Jake,2020-01-24,tomatoes,0.09
Paul,2020-01-24,apples,0.01
Paul,2020-01-24,oranges,0.1
Paul,2020-01-24,strawberries,0.01
Paul,2020-01-24,plums,0
Paul,2020-01-24,pears,0.03
Paul,2020-01-24,tomatoes,0.06
Jason,2020-01-24,apples,0.01
Jason,2020-01-24,oranges,0.06
Jason,2020-01-24,strawberries,0.01
Jason,2020-01-24,plums,0
Jason,2020-01-24,pears,0
Jason,2020-01-24,tomatoes,0.16
Peter,2020-01-24,apples,0.02
Peter,2020-01-24,oranges,0.18
Peter,2020-01-24,strawberries,0
Peter,2020-01-24,plums,0
Peter,2020-01-24,pears,0.01
Peter,2020-01-24,tomatoes,0.15
John,2020-01-25,apples,0.01
John,2020-01-25,oranges,0.08
John,2020-01-25,strawberries,0
John,2020-01-25,plums,0
John,2020-01-25,pears,0.02
John,2020-01-25,tomatoes,0.15
Nick,2020-01-25,apples,0.01
Nick,2020-01-25,oranges,0.14
Nick,2020-01-25,strawberries,0
Nick,2020-01-25,plums,0
Nick,2020-01-25,pears,0.01
Nick,2020-01-25,tomatoes,0.07
Rick,2020-01-25,apples,0
Rick,2020-01-25,oranges,0.14
Rick,2020-01-25,strawberries,0.01
Rick,2020-01-25,plums,0
Rick,2020-01-25,pears,0.02
Rick,2020-01-25,tomatoes,0.13
Dick,2020-01-25,apples,0.01
Dick,2020-01-25,oranges,0.12
Dick,2020-01-25,strawberries,0.01
Dick,2020-01-25,plums,0
Dick,2020-01-25,pears,0.01
Dick,2020-01-25,tomatoes,0.09
Jake,2020-01-25,apples,0
Jake,2020-01-25,oranges,0.11
Jake,2020-01-25,strawberries,0
Jake,2020-01-25,plums,0
Jake,2020-01-25,pears,0.02
Jake,2020-01-25,tomatoes,0.05
Paul,2020-01-25,apples,0.01
Paul,2020-01-25,oranges,0.16
Paul,2020-01-25,strawberries,0
Paul,2020-01-25,plums,0
Paul,2020-01-25,pears,0.02
Paul,2020-01-25,tomatoes,0.12
Jason,2020-01-25,apples,0.01
Jason,2020-01-25,oranges,0.03
Jason,2020-01-25,strawberries,0
Jason,2020-01-25,plums,0
Jason,2020-01-25,pears,0.02
Jason,2020-01-25,tomatoes,0.07
Peter,2020-01-25,apples,0
Peter,2020-01-25,oranges,0.15
Peter,2020-01-25,strawberries,0.01
Peter,2020-01-25,plums,0
Peter,2020-01-25,pears,0.01
Peter,2020-01-25,tomatoes,0.12
John,2020-01-26,apples,0
John,2020-01-26,oranges,0.07
John,2020-01-26,strawberries,0
John,2020-01-26,plums,0
John,2020-01-26,pears,0.02
John,2020-01-26,tomatoes,0.04
Nick,2020-01-26,apples,0.01
Nick,2020-01-26,oranges,0.04
Nick,2020-01-26,strawberries,0
Nick,2020-01-26,plums,0
Nick,2020-01-26,pears,0
Nick,2020-01-26,tomatoes,0.16
Rick,2020-01-26,apples,0.01
Rick,2020-01-26,oranges,0.1
Rick,2020-01-26,strawberries,0
Rick,2020-01-26,plums,0
Rick,2020-01-26,pears,0.02
Rick,2020-01-26,tomatoes,0.18
Dick,2020-01-26,apples,0
Dick,2020-01-26,oranges,0.08
Dick,2020-01-26,strawberries,0
Dick,2020-01-26,plums,0
Dick,2020-01-26,pears,0.02
Dick,2020-01-26,tomatoes,0.07
Jake,2020-01-26,apples,0.01
Jake,2020-01-26,oranges,0.14
Jake,2020-01-26,strawberries,0
Jake,2020-01-26,plums,0
Jake,2020-01-26,pears,0.02
Jake,2020-01-26,tomatoes,0.04
Paul,2020-01-26,apples,0.02
Paul,2020-01-26,oranges,0.19
Paul,2020-01-26,strawberries,0
Paul,2020-01-26,plums,0
Paul,2020-01-26,pears,0.02
Paul,2020-01-26,tomatoes,0.13
Jason,2020-01-26,apples,0.01
Jason,2020-01-26,oranges,0.11
Jason,2020-01-26,strawberries,0
Jason,2020-01-26,plums,0
Jason,2020-01-26,pears,0.02
Jason,2020-01-26,tomatoes,0.12
Peter,2020-01-26,apples,0.02
Peter,2020-01-26,oranges,0.14
Peter,2020-01-26,strawberries,0
Peter,2020-01-26,plums,0
Peter,2020-01-26,pears,0.01
Peter,2020-01-26,tomatoes,0.17
John,2020-01-27,apples,0.01
John,2020-01-27,oranges,0.16
John,2020-01-27,strawberries,0
John,2020-01-27,plums,0
John,2020-01-27,pears,0.01
John,2020-01-27,tomatoes,0.16
Nick,2020-01-27,apples,0.01
Nick,2020-01-27,oranges,0.17
Nick,2020-01-27,strawberries,0
Nick,2020-01-27,plums,0
Nick,2020-01-27,pears,0.01
Nick,2020-01-27,tomatoes,0.12
Rick,2020-01-27,apples,0.01
Rick,2020-01-27,oranges,0.16
Rick,2020-01-27,strawberries,0
Rick,2020-01-27,plums,0
Rick,2020-01-27,pears,0.02
Rick,2020-01-27,tomatoes,0.05
Dick,2020-01-27,apples,0.01
Dick,2020-01-27,oranges,0.17
Dick,2020-01-27,strawberries,0
Dick,2020-01-27,plums,0
Dick,2020-01-27,pears,0
Dick,2020-01-27,tomatoes,0.21
Jake,2020-01-27,apples,0.02
Jake,2020-01-27,oranges,0.08
Jake,2020-01-27,strawberries,0.01
Jake,2020-01-27,plums,0
Jake,2020-01-27,pears,0.02
Jake,2020-01-27,tomatoes,0.07
Paul,2020-01-27,apples,0.01
Paul,2020-01-27,oranges,0.09
Paul,2020-01-27,strawberries,0
Paul,2020-01-27,plums,0
Paul,2020-01-27,pears,0.03
Paul,2020-01-27,tomatoes,0.01
Jason,2020-01-27,apples,0.01
Jason,2020-01-27,oranges,0.14
Jason,2020-01-27,strawberries,0
Jason,2020-01-27,plums,0
Jason,2020-01-27,pears,0.02
Jason,2020-01-27,tomatoes,0.1
Peter,2020-01-27,apples,0.02
Peter,2020-01-27,oranges,0.21
Peter,2020-01-27,strawberries,0
Peter,2020-01-27,plums,0
Peter,2020-01-27,pears,0.03
Peter,2020-01-27,tomatoes,0.09
John,2020-01-28,apples,0.01
John,2020-01-28,oranges,0.15
John,2020-01-28,strawberries,0
John,2020-01-28,plums,0
John,2020-01-28,pears,0.03
John,2020-01-28,tomatoes,0.05
Nick,2020-01-28,apples,0.01
Nick,2020-01-28,oranges,0.23
Nick,2020-01-28,strawberries,0
Nick,2020-01-28,plums,0
Nick,2020-01-28,pears,0.01
Nick,2020-01-28,tomatoes,0.13
Rick,2020-01-28,apples,0.01
Rick,2020-01-28,oranges,0.13
Rick,2020-01-28,strawberries,0
Rick,2020-01-28,plums,0
Rick,2020-01-28,pears,0.01
Rick,2020-01-28,tomatoes,0.17
Dick,2020-01-28,apples,0.01
Dick,2020-01-28,oranges,0.22
Dick,2020-01-28,strawberries,0.01
Dick,2020-01-28,plums,0
Dick,2020-01-28,pears,0.01
Dick,2020-01-28,tomatoes,0.12
Jake,2020-01-28,apples,0
Jake,2020-01-28,oranges,0.12
Jake,2020-01-28,strawberries,0
Jake,2020-01-28,plums,0
Jake,2020-01-28,pears,0
Jake,2020-01-28,tomatoes,0.14
Paul,2020-01-28,apples,0.01
Paul,2020-01-28,oranges,0.21
Paul,2020-01-28,strawberries,0
Paul,2020-01-28,plums,0
Paul,2020-01-28,pears,0.02
Paul,2020-01-28,tomatoes,0.11
Jason,2020-01-28,apples,0.01
Jason,2020-01-28,oranges,0.08
Jason,2020-01-28,strawberries,0
Jason,2020-01-28,plums,0
Jason,2020-01-28,pears,0.02
Jason,2020-01-28,tomatoes,0.05
Peter,2020-01-28,apples,0.02
Peter,2020-01-28,oranges,0.1
Peter,2020-01-28,strawberries,0
Peter,2020-01-28,plums,0
Peter,2020-01-28,pears,0.03
Peter,2020-01-28,tomatoes,0.14
John,2020-01-29,apples,0.01
John,2020-01-29,oranges,0.23
John,2020-01-29,strawberries,0
John,2020-01-29,plums,0
John,2020-01-29,pears,0.02
John,2020-01-29,tomatoes,0.09
Nick,2020-01-29,apples,0.01
Nick,2020-01-29,oranges,0.12
Nick,2020-01-29,strawberries,0.01
Nick,2020-01-29,plums,0
Nick,2020-01-29,pears,0.03
Nick,2020-01-29,tomatoes,0.12
Rick,2020-01-29,apples,0.01
Rick,2020-01-29,oranges,0.04
Rick,2020-01-29,strawberries,0
Rick,2020-01-29,plums,0
Rick,2020-01-29,pears,0.03
Rick,2020-01-29,tomatoes,0.15
Dick,2020-01-29,apples,0.01
Dick,2020-01-29,oranges,0.11
Dick,2020-01-29,strawberries,0
Dick,2020-01-29,plums,0
Dick,2020-01-29,pears,0.02
Dick,2020-01-29,tomatoes,0.01
Jake,2020-01-29,apples,0.01
Jake,2020-01-29,oranges,0.19
Jake,2020-01-29,strawberries,0.01
Jake,2020-01-29,plums,0
Jake,2020-01-29,pears,0.01
Jake,2020-01-29,tomatoes,0.11
Paul,2020-01-29,apples,0.01
Paul,2020-01-29,oranges,0.05
Paul,2020-01-29,strawberries,0
Paul,2020-01-29,plums,0
Paul,2020-01-29,pears,0.02
Paul,2020-01-29,tomatoes,0.09
Jason,2020-01-29,apples,0.01
Jason,2020-01-29,oranges,0.06
Jason,2020-01-29,strawberries,0
Jason,2020-01-29,plums,0
Jason,2020-01-29,pears,0.02
Jason,2020-01-29,tomatoes,0.08
Peter,2020-01-29,apples,0.02
Peter,2020-01-29,oranges,0.1
Peter,2020-01-29,strawberries,0
Peter,2020-01-29,plums,0
Peter,2020-01-29,pears,0.01
Peter,2020-01-29,tomatoes,0.17
John,2020-01-30,apples,0.01
John,2020-01-30,oranges,0.1
John,2020-01-30,strawberries,0
John,2020-01-30,plums,0
John,2020-01-30,pears,0.02
John,2020-01-30,tomatoes,0.02
Nick,2020-01-30,apples,0.01
Nick,2020-01-30,oranges,0.22
Nick,2020-01-30,strawberries,0
Nick,2020-01-30,plums,0
Nick,2020-01-30,pears,0.03
Nick,2020-01-30,tomatoes,0.13
Rick,2020-01-30,apples,0.01
Rick,2020-01-30,oranges,0.07
Rick,2020-01-30,strawberries,0.01
Rick,2020-01-30,plums,0
Rick,2020-01-30,pears,0.03
Rick,2020-01-30,tomatoes,0.04
Dick,2020-01-30,apples,0
Dick,2020-01-30,oranges,0.12
Dick,2020-01-30,strawberries,0
Dick,2020-01-30,plums,0
Dick,2020-01-30,pears,0.02
Dick,2020-01-30,tomatoes,0.08
Jake,2020-01-30,apples,0.01
Jake,2020-01-30,oranges,0.06
Jake,2020-01-30,strawberries,0.01
Jake,2020-01-30,plums,0
Jake,2020-01-30,pears,0.01
Jake,2020-01-30,tomatoes,0.04
Paul,2020-01-30,apples,0.01
Paul,2020-01-30,oranges,0.12
Paul,2020-01-30,strawberries,0
Paul,2020-01-30,plums,0
Paul,2020-01-30,pears,0.01
Paul,2020-01-30,tomatoes,0.05
Jason,2020-01-30,apples,0.02
Jason,2020-01-30,oranges,0.15
Jason,2020-01-30,strawberries,0
Jason,2020-01-30,plums,0
Jason,2020-01-30,pears,0.03
Jason,2020-01-30,tomatoes,0.11
Peter,2020-01-30,apples,0.01
Peter,2020-01-30,oranges,0.18
Peter,2020-01-30,strawberries,0
Peter,2020-01-30,plums,0
Peter,2020-01-30,pears,0.02
Peter,2020-01-30,tomatoes,0.16
John,2020-01-31,apples,0.02
John,2020-01-31,oranges,0.21
John,2020-01-31,strawberries,0
John,2020-01-31,plums,0
John,2020-01-31,pears,0.01
John,2020-01-31,tomatoes,0.03
Nick,2020-01-31,apples,0
Nick,2020-01-31,oranges,0.18
Nick,2020-01-31,strawberries,0
Nick,2020-01-31,plums,0
Nick,2020-01-31,pears,0
Nick,2020-01-31,tomatoes,0.05
Rick,2020-01-31,apples,0.01
Rick,2020-01-31,oranges,0.11
Rick,2020-01-31,strawberries,0
Rick,2020-01-31,plums,0
Rick,2020-01-31,pears,0.03
Rick,2020-01-31,tomatoes,0.1
Dick,2020-01-31,apples,0.01
Dick,2020-01-31,oranges,0.2
Dick,2020-01-31,strawberries,0
Dick,2020-01-31,plums,0
Dick,2020-01-31,pears,0.03
Dick,2020-01-31,tomatoes,0.13
Jake,2020-01-31,apples,0.01
Jake,2020-01-31,oranges,0.11
Jake,2020-01-31,strawberries,0.01
Jake,2020-01-31,plums,0
Jake,2020-01-31,pears,0.01
Jake,2020-01-31,tomatoes,0.05
Paul,2020-01-31,apples,0.01
Paul,2020-01-31,oranges,0.13
Paul,2020-01-31,strawberries,0.01
Paul,2020-01-31,plums,0
Paul,2020-01-31,pears,0.02
Paul,2020-01-31,tomatoes,0.1
Jason,2020-01-31,apples,0.02
Jason,2020-01-31,oranges,0.08
Jason,2020-01-31,strawberries,0
Jason,2020-01-31,plums,0
Jason,2020-01-31,pears,0.03
Jason,2020-01-31,tomatoes,0.04
Peter,2020-01-31,apples,0.02
Peter,2020-01-31,oranges,0.19
Peter,2020-01-31,strawberries,0
Peter,2020-01-31,plums,0
Peter,2020-01-31,pears,0.02
Peter,2020-01-31,tomatoes,0.07
John,2020-02-01,apples,0.02
John,2020-02-01,oranges,0.16
John,2020-02-01,strawberries,0.01
John,2020-02-01,plums,0
John,2020-02-01,pears,0.02
John,2020-02-01,tomatoes,0.09
Nick,2020-02-01,apples,0.01
Nick,2020-02-01,oranges,0.15
Nick,2020-02-01,strawberries,0.01
Nick,2020-02-01,plums,0
Nick,2020-02-01,pears,0.01
Nick,2020-02-01,tomatoes,0.22
Rick,2020-02-01,apples,0.02
Rick,2020-02-01,oranges,0.14
Rick,2020-02-01,strawberries,0
Rick,2020-02-01,plums,0
Rick,2020-02-01,pears,0.02
Rick,2020-02-01,tomatoes,0.06
Dick,2020-02-01,apples,0.02
Dick,2020-02-01,oranges,0.22
Dick,2020-02-01,strawberries,0
Dick,2020-02-01,plums,0
Dick,2020-02-01,pears,0.03
Dick,2020-02-01,tomatoes,0.07
Jake,2020-02-01,apples,0.01
Jake,2020-02-01,oranges,0.19
Jake,2020-02-01,strawberries,0.01
Jake,2020-02-01,plums,0
Jake,2020-02-01,pears,0.02
Jake,2020-02-01,tomatoes,0.01
Paul,2020-02-01,apples,0.01
Paul,2020-02-01,oranges,0.07
Paul,2020-02-01,strawberries,0.01
Paul,2020-02-01,plums,0
Paul,2020-02-01,pears,0.01
Paul,2020-02-01,tomatoes,0.05
Jason,2020-02-01,apples,0.01
Jason,2020-02-01,oranges,0.12
Jason,2020-02-01,strawberries,0.01
Jason,2020-02-01,plums,0
Jason,2020-02-01,pears,0.02
Jason,2020-02-01,tomatoes,0.15
Peter,2020-02-01,apples,0.03
Peter,2020-02-01,oranges,0.09
Peter,2020-02-01,strawberries,0.01
Peter,2020-02-01,plums,0
Peter,2020-02-01,pears,0.01
Peter,2020-02-01,tomatoes,0.02
John,2020-02-02,apples,0.01
John,2020-02-02,oranges,0.22
John,2020-02-02,strawberries,0
John,2020-02-02,plums,0
John,2020-02-02,pears,0.02
John,2020-02-02,tomatoes,0.03
Nick,2020-02-02,apples,0.02
Nick,2020-02-02,oranges,0.15
Nick,2020-02-02,strawberries,0
Nick,2020-02-02,plums,0
Nick,2020-02-02,pears,0.04
Nick,2020-02-02,tomatoes,0.18
Rick,2020-02-02,apples,0.02
Rick,2020-02-02,oranges,0.11
Rick,2020-02-02,strawberries,0
Rick,2020-02-02,plums,0
Rick,2020-02-02,pears,0.03
Rick,2020-02-02,tomatoes,0.11
